점포코드,age_sales,cust_strscount,vip_strscount,sml_salespct,lge_salespct,sml_custport,lge_custport,revisitport,car_regi,f_cnt_grade,f_amt_grade,m_cnt_grade,m_amt_grade,WORK,WK_COUNT,work_e_count,work_l_count,ESSENTIAL,LUXURY,인구증감,제휴사,upperclass,lowclass,purtime,midclass,AVG_PUR,STORE_CNT,SUM,RATE,AGE_REGION_RATE,Y
C34,3.630749382585656,-0.1710807918673094,-0.1111111111111116,0.5998900906080309,-0.4220393907701558,0.001788088208014,0.0006497943566165,-0.0394596040663456,98875,0,0,0,3,1.0,-1.0,-1.0,-14.0,5.0,0.0,4,3,0.0,1062.0,6,0.0,3,-1,1,17,2,0
C342,4.644568195659346,0.1202830188679247,-0.5999999999999996,0.0,-0.0070908915638432,0.0,6.691532799890003e-05,0.1830188679245283,72891,0,0,0,0,-1.0,0.0,-1.0,-14.0,1.0,-1.0,5,3,0.0,556.0,0,0.0,0,0,0,14,3,0
C343,8.540503428808435,0.541666666666667,0.0,-0.1320932464966185,0.0465887463495036,-0.0029717682020802,-0.0066441971997729,0.0416666666666666,72947,-1,-1,-2,-11,,,,,,,4,3,-10.0,-1069.0,0,0.0,-1,-1,-1,4,2,1
C35,6.448931230494999,0.1007130124777178,-3.25,0.1575125585597196,-0.0455832003591176,0.0005764607345467,-1.0737994074900008e-05,-0.1114081996434936,148986,0,0,-1,1,1.0,0.0,-1.0,-14.0,0.0,1.0,3,3,0.0,454.0,0,0.0,0,0,0,14,3,0
C356,5.389314951253475,0.7316176470588236,-1.5,0.0872138693000732,-0.0341909582154607,0.0022592589566767,-0.0003441616058945,0.0441176470588234,103050,0,0,-1,0,0.0,0.0,-1.0,-14.0,0.0,-1.0,3,3,0.0,-344.0,-1,0.0,0,0,0,14,5,0
C361,21.7600341588386,0.6190476190476191,0.666666666666667,0.0,-0.9851008186244752,0.0,-0.9991460290350128,0.6086956521739131,177518,-12,-20,-4,-3,,,,,,,5,3,0.0,1286.0,0,-58.0,1,-9,-6,14,2,1
C37,4.647567478699308,-0.0530303030303029,-0.4166666666666667,0.1383840505809398,-0.0457177286355155,0.0031290545809081,-2.628129202780001e-05,0.1082251082251082,195473,0,1,-2,0,0.0,0.0,0.0,-14.0,0.0,0.0,3,3,0.0,0.0,0,0.0,1,0,0,15,3,0
C401,2.5,0.3333333333333335,0.0,0.0,-0.3752297489299839,0.0,-0.0547619047619047,0.6666666666666667,72891,3,13,-1,-2,,,,,,,5,3,0.0,0.0,2,-8.0,-2,0,-1,5,5,1
C402,-7.02920618051013,0.2105263157894739,-5.0,0.0,0.0136060592373094,0.0,-0.0032087965990842,-0.0043859649122807,63240,-2,-1,-3,-3,,,,,,,4,3,0.0,959.0,-9,41.0,0,-1,-1,4,3,1
C406,2.330330993274181,0.1833333333333331,0.5,0.0,-0.0027028464080022,0.0,-0.0024990065786569,0.1041666666666666,72891,0,0,0,0,,,,,,,5,3,0.0,0.0,-1,41.0,0,1,0,15,3,0
C412,9.232723577235769,-1.666666666666667,-7.0,0.0,0.3908630748340582,0.0,0.171239837398374,-0.0666666666666667,90627,-1,-1,6,3,,,,,,,3,3,10.0,96.0,1,-54.0,-1,3,2,20,10,0
C434,5.0,0.0,0.0,0.0251522769148981,0.0882795199032916,0.0030395136778116,0.0168609838346263,0.5,144451,1,10,-1,0,,,,,,,3,3,0.0,0.0,1,-54.0,1,0,0,14,3,0
C469,-3.819794999407513,-0.0769230769230771,3.999999999999999,0.0,-0.0610304232704762,0.0,-0.005816249950626,0.0,57605,-1,0,-1,-1,,,,,,,3,3,0.0,-529.0,1,41.0,0,-1,0,13,3,1
C471,2.5166059567173846,-0.0202020202020203,-2.833333333333333,0.0,-0.0209458095765769,0.0,-0.0029759779063399,-0.0454545454545454,57605,0,0,-1,0,0.0,0.0,0.0,-13.0,0.0,1.0,3,3,0.0,292.0,-3,0.0,1,0,0,15,3,0
C473,7.5851097182919744,-0.0499999999999998,0.3333333333333335,0.0,-0.1047716181698157,0.0,-0.013952966677748,0.3,144451,-1,-1,-2,0,-1.0,0.0,-1.0,-14.0,2.0,-2.0,3,3,0.0,-1957.0,2,-41.0,1,-1,0,8,2,1
C474,5.142799009009977,-0.375,0.5,0.0311369936830075,-0.0016419882048139,0.0013947001394699,-0.0001093530957682,0.0999999999999999,110960,0,0,0,0,,,,,,,7,3,0.0,1994.0,0,0.0,0,0,0,15,3,0
C475,5.867706118592011,-0.0818181818181815,0.0,0.0,-0.067049193793384,0.0,-0.0012668320340184,0.0545454545454545,63801,0,1,1,0,1.0,0.0,1.0,-14.0,-5.0,-1.0,5,3,0.0,0.0,1,0.0,1,0,1,15,7,0
C476,10.597484276729569,-0.5555555555555562,1.0,0.0,-0.3260471595255277,0.0,-0.3238993710691824,0.75,90627,-7,-16,-4,-3,,,,,,,3,3,0.0,0.0,-5,-62.0,-2,-4,-4,14,3,1
C477,-0.0409299116309611,-0.1558441558441554,0.0,-0.0580027940370297,0.0002558370514325,-0.0012594458438287,-0.0020408841891746,0.0649350649350649,177518,0,0,-4,-14,,,,,,,5,3,0.0,-909.0,-1,41.0,0,0,0,12,2,1
C478,8.564349729123435,-0.3257918552036201,-2.5,0.0836683795753866,-0.0513297373646459,0.002220577350111,-0.0008783379404112,-0.0271493212669683,75070,-1,-1,7,4,0.0,0.0,-1.0,-15.0,0.0,-3.0,5,3,0.0,-1673.0,-1,0.0,1,0,1,14,2,1
C479,7.380230880230876,-0.2142857142857144,0.0,-0.0276227730725732,0.0055247000872488,-0.0006613756613755,-0.0001803751803752,-0.2738095238095238,72947,-1,0,0,1,0.0,0.0,1.0,-14.0,0.0,-7.0,4,3,0.0,-600.0,0,41.0,0,0,0,13,9,0
C48,3.133652924891728,-0.1756043345373714,-7.238095238095238,0.5978326039435141,-0.2505808659258421,0.0062206382940488,0.0005551945687405,0.0019449847179772,57200,-1,0,0,4,1.0,0.0,0.0,-14.0,5.0,4.0,5,3,0.0,1094.0,0,0.0,2,0,1,18,3,0
C482,3.268177549004058,0.367647058823529,3.0,0.0,-0.0303220760841234,0.0,-0.0046473049290706,-0.0330882352941176,106596,-1,-1,1,0,,,,,,,3,3,0.0,-1673.0,0,0.0,-1,0,0,10,3,1
C483,6.645197006719613,0.3518518518518521,-0.333333333333333,0.0,0.0202395239290267,0.0,0.0014514307046378,-0.0833333333333332,177518,0,-1,0,1,0.0,0.0,1.0,-15.0,-2.0,-1.0,5,3,0.0,0.0,0,5.0,0,-1,0,11,2,1
C484,5.152427937646969,-0.2000000000000001,0.5,0.0662887390571234,-0.0331615398830647,0.0020242914979755,0.0009697204780722,-0.0666666666666666,144451,-1,0,0,0,,,,,,,3,3,0.0,0.0,6,0.0,0,0,0,13,3,1
C486,24.39176063977397,-1.8888888888888888,6.0,0.0,0.0044310473426233,0.0,-0.0008829687933601,0.2444444444444444,195473,-1,0,-7,-2,,,,,,,3,3,0.0,-1802.0,4,5.0,1,-2,-1,11,2,0
C487,-1.843933213167624,-3.166666666666667,-8.0,0.2686849062545529,-0.2686849062545527,0.0010973025962116,-0.0010973025962116,0.1666666666666666,195473,0,0,-3,0,,,,,,,3,3,0.0,181.0,2,0.0,2,-1,0,14,3,1
C489,6.5072802799561416,0.1818181818181816,-0.5,0.0,-0.0279055838019026,0.0,-0.0040258415740434,-0.2196969696969696,110960,-1,0,0,1,,,,,,,7,3,0.0,-10.0,1,0.0,1,0,0,15,3,0
C490,5.237993620541701,0.0416666666666665,-2.166666666666667,0.3158335894498617,-0.2518654269256307,0.0018957345971564,0.0013439585226593,0.1875,195473,0,0,-2,0,1.0,0.0,0.0,-13.0,0.0,-2.0,3,3,0.0,2049.0,1,-54.0,0,0,0,13,3,1
C491,4.352848815434406,0.4615384615384617,-2.5,0.0,-0.0349315516447265,0.0,-0.0020847138060072,-0.1128205128205128,94294,-1,0,0,0,-1.0,0.0,-1.0,-14.0,1.0,-1.0,6,3,0.0,0.0,0,0.0,1,-1,0,13,3,0
C495,-0.5867471875315005,0.4624999999999999,-4.5,0.0,-0.0068962408600829,0.0,-0.0008714691096611,0.1999999999999999,75070,0,1,-2,-1,,,,,,,5,3,0.0,0.0,0,42.0,1,0,0,14,3,1
C496,7.092844855110094,0.1473684210526316,0.0,0.0853576853858874,-0.0616937929719815,0.0008244023083263,0.0003316670558353,0.0684210526315789,94294,1,1,0,1,0.0,0.0,0.0,-15.0,0.0,-1.0,6,3,0.0,1950.0,-9,-13.0,0,1,1,15,10,0
C499,3.4446006674378182,0.583333333333333,0.0,0.0,-0.0665282797223119,0.0,-0.0073025939664685,-0.0555555555555555,72303,0,0,0,0,,,,,,,4,3,0.0,299.0,0,41.0,1,0,1,14,9,0
C500,0.4308030612930835,-0.8571428571428563,0.0,0.0,-0.0274042281324373,0.0,-0.0009429704529522,0.0,124704,-1,-1,0,-1,1.0,0.0,0.0,-14.0,-1.0,-1.0,5,3,0.0,-2553.0,-1,-54.0,-1,0,-1,5,2,1
C504,5.475117950594132,-0.7052631578947364,-1.5,0.0393506029969076,-0.0097376842993488,0.0009900990099009,0.0005495468715463,-0.1543859649122806,75070,-2,-1,1,0,0.0,0.0,1.0,-13.0,0.0,-3.0,5,3,0.0,0.0,-3,-13.0,0,-1,0,11,3,1
C506,4.998017166449372,0.2520833333333332,-0.75,0.0,-0.007096942192331,0.0,-0.000336186690035,0.0458333333333332,177518,0,0,-1,0,-1.0,0.0,-1.0,-14.0,1.0,-4.0,5,3,0.0,-1140.0,2,-13.0,0,0,0,13,2,1
C508,4.118457300275473,0.8,0.0,-0.2276156522649709,0.0463125369450213,-0.0055096418732781,-0.0029269972451789,0.0,98875,0,0,-1,-1,-2.0,0.0,-1.0,-11.0,-2.0,0.0,4,3,0.0,728.0,0,0.0,-2,0,-1,4,3,1
C513,7.507248626047591,0.6190476190476191,-1.0,0.0,0.0149841090730516,0.0,-0.0025881429275685,0.1904761904761904,95908,0,0,-2,-2,0.0,0.0,0.0,-13.0,0.0,3.0,4,3,0.0,0.0,-1,46.0,0,-1,0,9,3,1
C519,3.222561912255074,-0.1666666666666669,-10.5,0.5891141137602918,-0.5509184021788441,0.0011614401858304,0.0036772694915889,0.0904761904761903,177518,-2,0,-1,0,-11.0,0.0,-1.0,-14.0,1.0,0.0,5,3,0.0,0.0,-5,0.0,2,-1,0,15,2,0
C522,4.125401540534,-0.666666666666667,0.0,0.0,0.0372341036935467,0.0,0.0138509896031225,0.0,177518,0,1,0,0,,,,,,,5,3,0.0,1345.0,-1,0.0,1,-1,1,15,3,1
C531,-13.685990338164252,1.4000000000000004,5.0,0.0,-0.1243815712558657,0.0,-0.0261674718196457,0.625,177518,-2,-2,-7,-5,,,,,,,5,3,0.0,-283.0,13,-41.0,-1,-3,-3,14,2,1
C532,0.8291245791245743,-0.0538461538461536,0.1666666666666669,-0.1391126614116885,0.0807039681085372,-0.0022446689113355,-0.001551462335776,0.1115384615384615,72891,-1,-1,0,0,0.0,0.0,1.0,-13.0,0.0,-2.0,5,3,0.0,822.0,1,-41.0,-1,0,0,11,2,1
C535,4.7027494712555225,0.0694444444444446,1.6666666666666663,-0.0062779965212483,-0.018174623673827,-0.000627582253324,-0.0001199698391926,-0.0509259259259259,195473,-1,0,0,1,1.0,0.0,0.0,-14.0,2.0,0.0,3,3,0.0,0.0,0,0.0,1,0,0,13,2,0
C539,-7.304253273509765,-0.4982456140350875,4.5,0.0,0.0261243449990445,0.0,0.0024036260415712,-0.0210526315789473,177518,0,0,-8,-6,,,,,,,5,3,0.0,-754.0,3,42.0,-1,-1,-1,1,2,1
C540,-3.082358528157904,0.5625,-3.5,0.0,-0.0236116623582069,0.0,-0.005076446923837,0.0625,37040,-3,-2,-8,-6,1.0,0.0,0.0,-19.0,1.0,0.0,5,3,0.0,-1406.0,8,42.0,0,-3,-2,14,2,1
C557,5.009455753501605,0.3989898989898992,-1.166666666666666,0.0583596115332739,0.0482620012539649,0.0015649452269171,0.0157095269419888,0.2525252525252525,195473,1,0,-3,-13,,,,,,,3,3,0.0,0.0,0,41.0,1,0,1,15,4,0
C561,7.194657565450591,0.5933014354066981,0.0,0.0,0.0551990753997834,0.0,0.0079182650742127,-0.3444976076555024,72947,0,-1,0,0,1.0,0.0,1.0,-16.0,-1.0,-2.0,4,3,0.0,426.0,3,0.0,-1,0,-1,9,3,1
C571,4.590319893750007,-0.3999999999999999,0.0,0.0,-0.0137866409622891,0.0,-0.0013442723100089,0.0,177518,-1,0,0,0,,,,,,,5,3,0.0,0.0,5,0.0,0,0,0,11,2,1
C573,6.812010556208932,0.5416666666666665,4.0,0.0,-0.0839529216508997,0.0,-0.0261323542067066,0.0555555555555555,72947,-5,-4,-1,-1,-3.0,0.0,-4.0,-14.0,1.0,-3.0,4,3,0.0,292.0,-5,-41.0,-1,-2,-1,14,2,1
C69,4.592660400644448,-0.083241485351948,0.0868421052631571,0.0194639220722567,-0.0031195531276017,8.830186619679381e-07,-2.303460751099328e-05,0.0418962866201303,177518,-1,0,-1,0,0.0,-1.0,0.0,-14.0,1.0,-1.0,5,3,0.0,-283.0,-1,0.0,0,-1,0,11,1,1
C74,3.8711622287783314,-0.7015151515151516,2.0,-0.3733479595438219,0.1664238159504487,-0.0003614304438741,-1.9051579403400005e-05,0.0106060606060606,148986,0,-1,-2,1,-2.0,0.0,-1.0,-14.0,0.0,2.0,3,3,-10.0,0.0,-7,0.0,-1,0,-1,8,3,0
C89,5.812843380525919,-0.5089285714285712,-2.0,0.0,0.0037569341514876,0.0,-3.036339928380008e-05,0.0535714285714286,90627,0,0,-1,0,-1.0,0.0,0.0,-15.0,1.0,5.0,3,3,0.0,490.0,4,0.0,0,0,0,13,3,1
C95,4.349409667713246,0.2604166666666665,1.5,-0.0204847127309484,0.0153063469316702,5.805206698061838e-05,-0.0002150379382523,-0.0416666666666666,72303,0,-1,-1,0,-1.0,-1.0,-1.0,-14.0,-2.0,0.0,4,3,0.0,492.0,6,0.0,-1,0,0,12,2,1
C96,3.60033742120914,0.139699381078691,0.0138888888888892,0.007992190670652,0.0301004491144047,0.0003738317757008,0.0028811731185276,-0.0623342175066312,195473,0,0,-2,-1,0.0,0.0,-2.0,-15.0,0.0,-3.0,3,3,0.0,0.0,0,0.0,0,0,0,13,2,1
C97,4.457861996290987,0.395833333333333,2.133333333333333,0.2026119998254982,-0.1303672496060139,0.0025541903830248,0.0002299243468638,0.0784313725490195,72891,0,0,0,-1,0.0,0.0,-1.0,-14.0,-1.0,2.0,5,3,0.0,0.0,1,0.0,1,0,0,15,2,1
C99,6.536158192090383,-0.1608391608391612,-2.333333333333333,0.062989119460478,-0.0486598830109595,0.0005649717514123,0.0,-0.0337995337995337,124704,-1,0,0,1,0.0,0.0,-1.0,-13.0,3.0,0.0,5,3,0.0,-461.0,-4,0.0,1,0,0,15,10,1
D1,4.532019704433502,-0.012934220251294,-0.8571428571428568,-0.0648293311138481,0.0452741645922932,-0.0046828437633034,0.0030408076385088,-0.024020694752402,90627,0,-1,-1,-2,2.0,0.0,2.0,-16.0,0.0,2.0,3,4,13.0,-2537.0,2,14.0,-1,0,-1,8,3,1
D10,5.463291810230579,0.0963611859838273,0.1111111111111107,-0.0958906311103492,-0.0204529990128083,-0.0050505050505051,-0.0066113025296698,0.0498652291105121,124704,0,1,5,2,0.0,0.0,-1.0,-14.0,1.0,3.0,5,4,0.0,33.0,4,0.0,0,1,1,16,10,1
D11,0.6830581899075057,0.4166666666666665,-0.25,-0.0437106561072736,-0.1448659950953364,-0.0028490028490028,-0.0382468875619561,0.0277777777777777,75070,-2,-2,-3,-1,,,,,,,5,4,-13.0,0.0,2,0.0,1,-2,-1,14,3,1
D12,-0.9688872042704872,-0.1936872309899575,-2.0,0.0,-0.0586544465958083,0.0,-0.0160775766764585,0.0308464849354376,177518,-2,-1,-1,-2,,,,,,,5,4,0.0,-83.0,-2,0.0,0,-2,-1,4,2,1
D2,7.51433251433253,0.2749999999999999,0.0,0.0,0.067488296437043,0.0,0.0040950040950041,-0.0291666666666666,90627,0,0,1,0,,,,,,,3,4,0.0,0.0,-3,-14.0,0,0,0,15,10,0
D3,7.120097191520941,0.046244319700615,0.1538461538461533,-0.0880071029945794,-0.007769353216598,-0.0070124258783076,-0.0014072470088168,0.0331462175888799,177518,0,-1,0,0,-2.0,0.0,-2.0,-15.0,2.0,2.0,5,4,0.0,137.0,-2,0.0,0,0,0,10,3,1
D4,4.251045411195058,-0.0700000000000002,1.5999999999999996,0.0,0.0232538545028982,0.0,-0.0004232433988137,-0.0549999999999999,57200,1,0,2,2,0.0,0.0,0.0,-14.0,1.0,6.0,5,4,0.0,-511.0,4,0.0,1,1,1,18,10,0
D5,0.1469487861656091,-0.532258064516129,-5.0,0.1519036712812977,-0.0464091065706041,0.0054871965414036,0.0011223811107415,-0.1315136476426799,195473,-2,0,1,1,-1.0,0.0,0.0,-11.0,-2.0,0.0,3,4,-13.0,-511.0,0,33.0,1,0,0,14,3,0
D6,1.178561238176762,-0.1760052735662496,-0.6500000000000004,0.0954929106415187,-0.0721280089275539,0.0077972709551655,-0.007010610581782,0.009887936717205,57200,-1,0,0,0,2.0,0.0,0.0,-14.0,-1.0,2.0,5,4,13.0,-1758.0,0,0.0,1,0,0,13,2,0
D7,7.126815110857365,-0.1661049590755894,-1.2999999999999998,0.0754694127594551,-0.0801831749366766,0.0044247787610619,-0.0041488248168236,0.0738244262558176,72303,-1,-1,0,1,0.0,0.0,1.0,-14.0,-4.0,3.0,4,4,13.0,-1758.0,-2,14.0,-1,0,-1,8,2,1
D8,-1.3802702503138136,-1.2727272727272725,-1.0,-0.0383734969098695,-0.0991132832074267,-0.0021413276231263,-0.0116517758251495,0.2272727272727273,79946,-3,-2,-1,-2,1.0,0.0,0.0,-12.0,1.0,1.0,4,4,13.0,0.0,-5,14.0,-1,-1,-1,14,2,1
